"Course Subject Code","Course Number","Course Title","Credits - Credit Hours - Credit Hours Min","Credits - Credit Hours - Credit Hours Max","Credits - Credit Hours - Credit Hours Value","Credits - Credit Hours - Credit Hours Operator","Credits - Contact Hours - Contact Hours Min","Credits - Contact Hours - Contact Hours Max","Credits - Contact Hours - Contact Hours Value","Credits - Contact Hours - Contact Hours Operator","Credits - Billing Hours - Billing Hours Min","Credits - Billing Hours - Billing Hours Max","Credits - Billing Hours - Billing Hours Value","Credits - Billing Hours - Billing Hours Operator","Credits - Lecture Hours - Lecture Hours Min","Credits - Lecture Hours - Lecture Hours Max","Credits - Lecture Hours - Lecture Hours Value","Credits - Lecture Hours - Lecture Hours Operator","Credits - Lab Hours - Lab Hours Min","Credits - Lab Hours - Lab Hours Max","Credits - Lab Hours - Lab Hours Value","Credits - Lab Hours - Lab Hours Operator","Credits - Other Hours - Other Hours Min","Credits - Other Hours - Other Hours Max","Credits - Other Hours - Other Hours Value","Credits - Other Hours - Other Hours Operator","Credits - Course Count","Credits - Repeatable","Credits - Number Of Repeats","Credits - Number Of Credits","Course Description"
"RADT","144","RADIOGRAPHIC POSITIONING III","4","-","-","-","5","-","-","-","5","-","-","-","3","-","-","-","4","-","-","-","-","-","-","-","-","-","-","-","144 RADIOGRAPHIC POSITIONING III   4(3-4)

Radiographic positioning and anatomy  of the skull, facial bones, and related pathology.

Prerequisites: RADT 138 and 139 and 140

Additional Course Fee: $173.00"
"DENT","181","RADIOGRAPHY FOR DENT ASSISTING","8","-","-","-","11","-","-","-","11","-","-","-","5","-","-","-","6","-","-","-","-","-","-","-","-","-","-","-","181 RADIOGRAPHY FOR DENTAL ASSISTING FEE 8 (5-6)

Study of the use of x-radiation in dentistry, manual and automatic processing of dental films, exposure of dental images, radiation dosage and hazards as well as protective measures for patient and operator.  Application of skills and radiographic principles by exposing images on patients with emphasis on patient management and receptor placement techniques.  Students must be 18 years of age or older to enroll in this course. Permission to enroll can also be given by the Program Director.

Prerequisites: DENT 168, DENT 170, BIOL 110, HEAL 101, HEAL 103, HEAL 160"
"READ","081","READING IMPROVEMENT I","4","-","-","-","4","-","-","-","4","-","-","-","3","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","081  READING IMPROVEMENT    Fall, Spring, Summer                 Fee 4(3-1)

Improves student academic preparedness.  Emphasis on techniques and strategies to help improve reading skills, read more effectively, and develop appreciation for reading.  Computer assisted instruction occurs in the Reading Center.

Prerequisites:  Compass Reading Score of 0-49"
"PSYC","210","REGIS BEHAV TECH PRE-PRACTICUM","1","-","-","-","2","-","-","-","2","-","-","-","0","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","210 REGISTERED BEHAVIOR TECHNICIAN PRE-PRACTICUM    1(0-2)

This pre-practicum training course is a supplement to PSYC 202, Introduction to Behavior Analysis. Students in this course will obtain relevant information about the practicum, receive basic training in Early Intensive Behavioral Interventions (EIBI), and will have the opportunity to observe their future practicum site.

Prerequisites: PSYC 201 (may be taken concurrently) and PSYC202 (may be taken concurrently)"
"PSYC","212","REGIST BEHAV TECH SUPERVISION","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","212 REGISTERED BEHAVIOR TECHNICIAN SUPERVISION 3 (3-0) 

This course is to be taken in conjunction with the Behavior Analysis Practicum for students completing the LMC Registered Behavior Technician (RBT) Certificate. This course will prepare students to pass their initial competency requirement as part of the RBT eligibility criteria as well as prepare students to sit for the RBT certification exam.

Prerequisites: PSYC 201 (may be taken concurrently) and PSYC 202 (may be taken concurrently)"
"PSYC","211","REGIST BEHAVIOR TECH PRACTICUM","4","-","-","-","4","-","-","-","4","-","-","-","4","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","211 REGISTERED BEHAVIOR TECHNICIAN PRACTICUM   4(4-0) 

Supervised experience in the application of behavior analysis and behavior management principles to improve the social, academic, and adaptive behavior of children diagnosed with developmental delays at a local autism center.

Prerequisites: PSYC201 (may be taken concurrently) and PSYC 202 (may be taken concurrently)"
"DENT","175","REGISTERED DENTAL ASSISTANT II","4","-","-","-","6","-","-","-","6","-","-","-","2","-","-","-","4","-","-","-","-","-","-","-","-","-","-","-","175 REGISTERED DENTAL ASSISTANT II   4 (2-4)

This course continues the advanced functions of Michigan Registered Dental Assisting including advanced charting, extraoral and intraoral examination, suture removal, and application of periodontal dressing, topical fluoride and pit and fissure sealants. 

Prerequisites: DENT 170 and DENT 174"
"CIS","238","REMOTE SENSING","3","-","-","-","4","-","-","-","4","-","-","-","2","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","238 REMOTE SENSING     3 (2-2)

This course introduces concepts and procedures used in aerial and satellite image processing. Topics covered include sensor properties, image analysis and classification, image transformations and enhancement, applications, and integration with GIS. Students will utilize commercial image software to perform basic image manipulation, analysis, and display.

Prerequisites: CIS 158

Additional Fee: $30"
"CRIM","245","REPORT WRITING FOR CJ","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","245 REPORT WRITING FOR CRIMINAL JUSTICE   3 (3-0)

Learn to write clear, concise, complete, and accurate police and corrections reports. Students will frequently be required to observe or participate in incidents related to law enforcement and corrections, record observations through the use of field notes and memory, and then accurately write reports based on those observations and interactions. 

Prerequisites: None

Additional Course Fee: $10.00"
"HOSP","111","RESPONSIBLE BEVERAGE SERVICE","1","-","-","-","1","-","-","-","1","-","-","-","1","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","111  RESPONSIBLE BEVERAGE SERVICE                          FALL, SPRING                        1(1-0)

This class explores the service policies and practices necessary to effectively serve alcohol in a hospitality establishment.  Upon successful completion, students will receive ServSafe Certification in Applied Alcohol Service Training.

Prerequisites:  none"
"HOSP","201","RESTAURANT OPERATIONS","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","201  RESTAURANT OPERATIONS              Spring                                 3(3-0)
Overview of restaurant operations that includes; menus, cost control, financial operations, training, staffing, equipment and product purchasing, marketing, regulations, sanitation, and customer service. 
Prerequisites: E,M,R"
"CULI","144","RETAIL - ONLINE CHOC SHOP OPS","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","144 RETAIL AND ONLINE CHOCOLATE SHOP OPERATIONS   3 (3-0)	

Students will be exposed to different types of venues where chocolate and confections items are sold, understand the shelf-life, production approach, and logistics involved with local and worldwide distributions as well as the process to develop brand identity for multiple types of confectionary items.

Prerequisites: None"
"MANU","224","ROBOTICS INFRA-RED SYSTEMS","2","-","-","-","3","-","-","-","3","-","-","-","1","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","224  ROBOTICS INFRA-RED SYSTEMS    2(1-2)

This course is designed to provide students with basic operational knowledge and skills in working with FANUC robots equipped with Infra-Red (iR) Vision navigation capabilities. This course consists of classroom instruction and hands-on laboratory activities designed to reinforce the learning process and prepare students to perform basic robot manipulation. This course covers the basic tasks and procedures required for an operator, technician, engineer or programmer to set up, teach, test, and modify iRVision applications on a Robot Controller. This course is intended for the person who must install, set-up, program, and troubleshoot a FANUC America iRVision system.

Prerequisites: MANU 222"
"MUSI","189","ROCK/POP ENSEMBLE","1","-","-","-","2","-","-","-","2","-","-","-","0","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","189 ROCK/POP ENSEMBLE   1 (0-2) 

This ensemble performs music in all styles of pop and rock idioms. Techniques of popular music performance and student generated arrangements serve as the foundation of this course. Open to all students. May be repeated for credit.

Prerequisites: None

Additional Course Fee: $25.00"
"LOGI","104","RULES AND REGULATIONS","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","104  RULES AND REGULATIONS            Summer                        3(3-0)

This course will present an overview of the local, state, and federal regulations that apply to the storage, transporting, and delivery of goods.  Requirements for the movement of goods internationally will also be discussed.  A capstone project or paper on a topic approved by the instructor that demonstrates the student's understanding of logistics will be required.

Prerequisites:  LOGI101"
"HOSP","115","SAFETY & LEGAL OVERVIEW","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","115   SAFETY AND LEGAL OVERVIEW                      FALL                       3(3-0)

Course provides awareness of rights and responsibilities that law grants or imposes in the hospitality industry.

Prerequisites: E, R
"
"HOSP","110","SANITATION","1","-","-","-","1","-","-","-","1","-","-","-","1","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","110  SANITATION                                  FALL, SPRING                                      1(1-0)
Sanitation policies necessary to effectively operate commercial food service facility. Students successful in course will receive Educational Foundation of National Restaurant Association Certification in Applied Food Service Sanitation and Michigan State Certification.
Prerequisites: none
"
"HOSP","151","SANITATION, SAFETY & LEGAL OVE","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","SANITATION, SAFETY AND LEGAL OVERVIEW              FALL, WINTER            3(3-0)
Safety and sanitation policies necessary to effectively operate commercial
food service facility. Students successful in course will receive Educational
Foundation of National Restaurant Association Certification in Applied
Food Service Sanitation . Course provides awareness of rights and
responsibilities that law grants or imposes in hospitality industry.
Prerequisites: E, R
"
"DRAM","120","SCRIPT ANALYSIS","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","120 SCRIPT ANALYSIS   3 (3-0)
 
The study of plays from the standpoint of the theatre artist. This course provides actors, designers, and directors with the tools needed for breaking down and analyzing scripts. Emphasis on thorough analytical and interpretive examination of the script as a work intended for production.

Prerequisites: None"
"RADT","241","SECTIONAL ANATOMY & MODALITIES","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","241 MODALITIES AND PROCEDURAL REVIEW (2 (2-0)

This course provides an overview of sectional CT, MRI, IR, Cath lab and some other modalities that medical imaging encompasses. A review of procedures such as endoscopy, retrograde cystograms, ERCP’s, voiding cystograms, and other procedures students will encounter on the ARRT boards and in the field. Students must be admitted into the Radiologic Technology Program to register for this course.

Prerequisites: RADT 143 and RADT 144"
